Name,Typ Einträge,AI assist
Frohheim BGF - Vermietungsbestimmungen,Vermietungsbestimmungen,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung; die Genossenschaft ist auf unbestimmte Dauer gegründet. Die Mitgliedschaft und das Mietverhältnis bestehen, solange die Bedingungen eingehalten werden.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird nicht explizit von ""Bleiberecht"" oder ""Wohnrecht"" gesprochen. Die Begriffe ""Mitgliedschaft"" und ""Mietverhältnis"" werden verwendet.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Ausschluss ist möglich, wenn ein Mitglied trotz Mahnung seinen statutarischen oder mietvertraglichen Verpflichtungen nicht nachkommt oder den Interessen der Genossenschaft zuwiderhandelt. Beispiele: Verletzung der Treuepflicht, Nichtbewohnen der Wohnung, Zweckentfremdung, Missachtung der Untermietregeln, Ablehnung eines zumutbaren Umsiedlungsangebots, Scheidung/Trennung (unter bestimmten Bedingungen), Verletzung des Mietvertrags, Verletzung von Wohnbauförderungsbestimmungen.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Mit dem Ausschluss aus der Genossenschaft erfolgt gleichzeitig die Kündigung des Mietverhältnisses auf den nächstmöglichen Termin. Die Kündigung richtet sich nach den mietrechtlichen Bestimmungen.

- Wird ein Ersatz angeboten?
Bei Unterbelegung oder Umbau/Abbruch kann ein zumutbares Umsiedlungsangebot gemacht werden. Die Ablehnung eines solchen Angebots kann zum Ausschluss führen. Bei Ersatzneubauten bleibt die Mitgliedschaft bestehen, und es erfolgt kein Ausschluss/Austritt aus der Genossenschaft."
Freiblick - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung für die Mitgliedschaft oder das Wohnrecht. Die Genossenschaft ist auf unbeschränkte Dauer gegründet. Mitglieder sind verpflichtet, selbst in der gemieteten Wohnung zu wohnen und dort ihren zivilrechtlichen Wohnsitz zu haben.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird von ""Mitgliedschaft"", ""Mietvertrag"", ""Wohnungsanteile"" und ""Wohnrecht"" gesprochen. Ein explizites ""Bleiberecht"" wird nicht als Begriff verwendet, aber das Wohnrecht ist an die Mitgliedschaft und den Mietvertrag gebunden.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann ausgeschlossen werden, wenn ein wichtiger Grund vorliegt, z.B.:
  - Verletzung der Mitgliedschaftspflichten oder der genossenschaftlichen Treuepflicht
  - Missachtung von Beschlüssen der Organe
  - Schädigung des Ansehens oder der wirtschaftlichen Belange der Genossenschaft
  - Nichtwohnen in der gemieteten Wohnung
  - Zweckentfremdung der Wohnung (z.B. geschäftliche Nutzung)
  - Ablehnung eines zumutbaren Umsiedlungsangebotes (z.B. bei Unterbelegung oder Umbau)
  - Missachtung der Untermietebestimmungen
  - Mietrechtliche Kündigungsgründe nach OR (z.B. Zahlungsverzug, schwere Vertragsverletzung)
Dem Ausschluss hat in der Regel eine Mahnung vorauszugehen, außer sie wäre nutzlos oder es liegt ein schwerwiegender mietrechtlicher Grund vor.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Die Kündigung des Mietvertrags richtet sich nach den mietrechtlichen Bestimmungen (z.B. Art. 257d, 257f, 266g, 266h OR). Gründe können u.a. Zahlungsverzug, schwere Vertragsverletzung, Unterbelegung oder Zweckentfremdung sein.

- Wird ein Ersatz angeboten?
Bei Unterbelegung oder Umbau kann ein zumutbares Umsiedlungsangebot gemacht werden. Die Ablehnung eines solchen Angebots kann zum Ausschluss führen. Ein genereller Anspruch auf Ersatzwohnung besteht nicht, aber es kann ein Angebot gemacht werden.

Quelle: https://www.freiblick.ch/files/Dokumente/organisation/WEB_FB_Statuten_2019.pdf"
Denzlerstrasse | BDZ - Statuten,Statuten,Ich kann leider nicht auf die PDF-Datei zugreifen und somit keine Informationen aus den Statuten der Genossenschaft Denzlerstrasse (BDZ) entnehmen.
BBZ - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung für die Mitgliedschaft oder das Wohnrecht. Die Mitgliedschaft und das Mietverhältnis bestehen grundsätzlich unbefristet, solange die Bedingungen der Statuten und des Mietvertrags eingehalten werden.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird von ""Mitgliedschaft"" und ""Mietvertrag"" gesprochen. Ein spezieller Begriff wie ""Bleiberecht"" oder ""Wohnrecht"" wird nicht verwendet. Es besteht eine Residenzpflicht: Mitglieder müssen selber in der gemieteten Wohnung wohnen und dort zivilrechtlichen Wohnsitz haben.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann durch den Vorstand ausgeschlossen werden, wenn ein wichtiger Grund vorliegt, z.B.:
  - Verletzung der Mitgliedschaftspflichten oder der Treuepflicht
  - Missachtung von Beschlüssen der Organe
  - vorsätzliche Schädigung der Genossenschaft
  - Nichtwohnen in der Wohnung oder Zweckentfremdung
  - Ablehnung von zwei angemessenen Umsiedlungsangeboten bei Unterbelegung
  - Missachtung der Untermietebestimmungen
  - Ablehnung eines zumutbaren Umsiedlungsangebots bei Umbau/Abbruch
  - Vorliegen eines ausserordentlichen mietrechtlichen Kündigungsgrundes (z.B. Zahlungsverzug, schwere Vertragsverletzung)
  - Verletzung von Wohnbauförderungsbestimmungen, sofern kein Umsiedlungsangebot gemacht werden kann oder zwei solche abgelehnt wurden

Vor dem Ausschluss muss in der Regel eine Mahnung erfolgen. Der Ausschluss wird schriftlich mitgeteilt, und das Mitglied kann innert 30 Tagen Rekurs an die Generalversammlung einlegen.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Die Kündigung des Mietvertrags richtet sich nach den mietrechtlichen Bestimmungen. Ein Ausschluss aus der Genossenschaft ist in der Regel Voraussetzung für die Kündigung des Mietvertrags. Ausserordentliche mietrechtliche Kündigungsgründe (z.B. Zahlungsverzug, schwere Vertragsverletzung) können ebenfalls zur Kündigung führen.

- Wird ein Ersatz angeboten?
Bei Umbauten, Ersatzneubauten oder Unterbelegung wird nach Möglichkeit ein Umsiedlungsobjekt angeboten. Bei Ablehnung von zwei angemessenen Angeboten kann ein Ausschluss erfolgen. Bei Umbau/Ersatzneubau sind die bisherigen Mieter/innen bei der Neuvermietung prioritär zu berücksichtigen, sofern sie den Richtlinien entsprechen.

Quelle: https://www.bgbrunnenhof.ch/app/uploads/BBZ_Statuten_Teilrevision_GV240523.pdf"
BSH - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung für die Mitgliedschaft oder das Wohnrecht. Die Mitgliedschaft und das Mietverhältnis bestehen grundsätzlich unbefristet, solange die Bedingungen der Statuten und des Mietvertrags eingehalten werden.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird von ""Mitgliedschaft"", ""Mietverhältnis"" und ""Residenzpflicht"" gesprochen. Mitglieder sind verpflichtet, selber in den von ihnen gemieteten Wohnungen zu wohnen und dort zivilrechtlichen Wohnsitz zu haben (Residenzpflicht).

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann ausgeschlossen werden, wenn ein wichtiger Grund vorliegt, z.B.:
  - Verletzung der Mitgliedschaftspflichten oder der genossenschaftlichen Treuepflicht
  - Missachtung von Beschlüssen der Organe
  - Schädigung des Ansehens oder der wirtschaftlichen Belange der Genossenschaft
  - Missachtung der Residenzpflicht
  - Zweckentfremdung der Wohnung
  - Missachtung der Statuten oder des Vermietungsreglements
  - Ablehnung von zumutbaren Umsiedlungsangeboten bei Unterbelegung
  - Beschluss über umfassende Renovation oder Abbruch, nach Ablehnung eines Umsiedlungsangebots
  - Vorliegen eines ausserordentlichen mietrechtlichen Kündigungsgrundes (z.B. Zahlungsverzug, schwere Vertragsverletzung)
  - Verletzung von Bestimmungen der Wohnbauförderung, sofern kein oder ein abgelehntes Umsiedlungsangebot vorliegt

Dem Ausschluss hat in der Regel eine Mahnung vorauszugehen, ausser diese ist nutzlos oder es liegt ein schwerwiegender Fall vor.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Die Kündigung des Mietvertrags richtet sich nach den mietrechtlichen Bestimmungen und setzt das Vorliegen eines Grundes voraus, der auch zum Ausschluss aus der Genossenschaft berechtigen würde (siehe oben).

- Wird ein Ersatz angeboten?
Bei umfassenden Renovationen, Ersatzneubauten oder Unterbelegung wird nach Möglichkeit ein Umsiedlungsobjekt angeboten. Bei Ablehnung eines zumutbaren Angebots kann ein Ausschluss erfolgen. Bei Renovationen/Ersatzneubauten wird das Vorhaben mindestens zwei Jahre im Voraus angekündigt und nach Möglichkeit mindestens ein Umsiedlungsobjekt angeboten. Bei der Vermietung der umgebauten Gebäude und Ersatzneubauten werden bisherige Mieter bevorzugt, sofern sie die Vermietungskriterien erfüllen.

Quelle: https://bsh-zuerich.ch/wp-content/uploads/2025/07/BSH_Statuten_NEU-2025.pdf"
BAHOGE - Statuten,Statuten,"- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Die Statuten nennen keine zeitliche Begrenzung für die Mitgliedschaft oder das Wohnrecht. Die Mitgliedschaft erlischt durch Austritt, Wegzug, Tod oder Ausschluss. Der Austritt ist nur auf Ende eines Kalenderjahres mit sechsmonatiger Kündigungsfrist möglich. Der Wegzug aus der Mietwohnung führt in der Regel zum Erlöschen der Mitgliedschaft, Ausnahmen kann der Vorstand bewilligen.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird kein spezieller Begriff wie ""Bleiberecht"" oder ""Wohnrecht"" verwendet. Es ist von ""Mitgliedschaft"" und ""Mietvertrag"" die Rede.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann ausgeschlossen werden, wenn es mit Zahlungen im Rückstand ist oder sich einer mit den Interessen der Genossenschaft unvereinbaren Handlungsweise, der Verletzung der Statuten oder des Mietverhältnisses schuldig macht. Auch unerlaubte Untermiete führt zum Ausschluss.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Abgeschlossene Mietverträge können von der Genossenschaft nur gekündigt werden, wenn der Mieter seinen genossenschaftlichen oder mietvertraglichen Verpflichtungen nicht nachkommt, die Subventionsbehörde die Kündigung verlangt oder die Umsiedlung in eine kleinere Wohnung abgelehnt wird. In jedem Fall muss der Mieter dann auch aus der Genossenschaft ausgeschlossen werden.

- Wird ein Ersatz angeboten?
Dazu findet sich in den Statuten keine Angabe."
ABZ - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Eine maximale Aufenthaltsdauer ist in den Statuten nicht festgelegt. Die Mitgliedschaft und das Wohnrecht bestehen grundsätzlich unbefristet, solange die Bedingungen der Statuten und des Mietvertrags eingehalten werden. Bei andauernder Unterbelegung kann ein Wohnungswechsel verlangt werden.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird von ""Mitgliedschaft"", ""Mietverhältnis"" und ""Benützung der Wohnung"" gesprochen. Ein spezieller Begriff wie ""Bleiberecht"" oder ""Wohnrecht"" wird nicht verwendet.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Ausschluss ist möglich bei:
  - Verletzung der Mitgliedschaftspflichten, insbesondere der Treuepflicht oder Missachtung von Beschlüssen
  - Unzulässiger Untermiete oder wenn die Wohnung nicht selbst bewohnt wird
  - Zweckentfremdung des Wohnraums
  - Missachtung der Statuten oder des Vermietungsreglements
  - Ablehnung von zwei zumutbaren Umsiedlungsangeboten bei Unterbelegung oder Sanierungen/Ersatzneubauten
  - Scheidung/Trennung mit Ausschlussgrund
  - Vorliegen eines ausserordentlichen mietrechtlichen Kündigungsgrunds (z.B. gemäss Art. 257d, 257f, 266g, 266h OR)
  - Kündigung der Wohnung aufgrund subventionsrechtlicher Vorschriften ohne Ersatzangebot
Dem Ausschluss geht in der Regel eine Abmahnung voraus, ausser diese ist nutzlos oder es liegt eine fristlose Kündigung vor.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Die Kündigung des Mietvertrags richtet sich nach den mietrechtlichen Bestimmungen. Ein Ausschluss aus der Genossenschaft kann auch zur Kündigung des Mietverhältnisses führen, insbesondere bei schwerwiegenden Vertragsverletzungen oder bei den oben genannten Gründen.

- Wird ein Ersatz angeboten?
Bei Unterbelegung, Sanierungen oder Ersatzneubauten muss ein zumutbares Ersatzangebot gemacht werden. Wird dieses abgelehnt, kann ein Ausschluss erfolgen. Bei Kündigung aufgrund subventionsrechtlicher Vorschriften wird ein Ersatz angeboten, sofern möglich. Ist dies nicht möglich, kann ein Ausschluss erfolgen.

(Quelle: Statuten der ABZ, insbesondere Art. 3, 6, 7, 8, 9)"
Stiftung PWG - Statuten,Statuten,"'- Es gibt keine explizite zeitliche Begrenzung, wie lange man in der Genossenschaft oder in einer Wohnung bleiben darf. Die Statuten regeln jedoch, dass die Stiftung periodisch den Nachweis verlangen kann, dass die im Vermietungsreglement festgelegten Kriterien eingehalten werden (Art. 11 Abs. 1).
- Eine spezifische Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" wird in den Statuten nicht verwendet.
- Wird der Nachweis der Kriterien nicht erbracht, kann die Stiftung (Art. 11 Abs. 2):
  a) den Umzug in eine angemessene und zumutbare Ersatzwohnung verlangen,
  b) eine Solidaritätsabgabe erheben,
  c) das Mietverhältnis kündigen, sofern die vorgeschlagene Ersatzwohnung nicht angenommen wird.
- Bei Renovations- oder Erneuerungsarbeiten ist die Stiftung bestrebt, Übergangslösungen anzubieten und macht nach Möglichkeit angemessene Ersatzangebote. Werden diese abgelehnt, kann das Mietverhältnis gekündigt werden (Art. 12 Abs. 4).
- Die Details zur Auswahl der Mietenden und zu Belegungsvorschriften sind im Vermietungsreglement geregelt, das Bestandteil der Mietverhältnisse ist (Art. 10).

Quelle: https://www.stadt-zuerich.ch/dam/web/de/politik-verwaltung/politik-recht/amtliche-sammlung/843/331/843.331-Statuten-PWG-2024_V3.pdf"
Hofgarten | geho - Vermietungsbestimmungen,Vermietungsbestimmungen,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine generelle zeitliche Begrenzung für das Wohnrecht in der Genossenschaft oder in einer Wohnung. Die Mitgliedschaft und das Mietverhältnis bestehen grundsätzlich unbefristet, solange die Belegungsbestimmungen eingehalten werden und keine Ausschlussgründe vorliegen. Bei Untermiete ist die Dauer auf maximal ein Jahr beschränkt.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird von ""Mitgliedschaft"", ""Mietverhältnis"" und ""Wohnungsbelegung"" gesprochen. Ein spezieller Begriff wie ""Bleiberecht"" oder ""Wohnrecht"" wird nicht verwendet.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Ausschluss aus der Genossenschaft kann erfolgen, wenn:
  - Die Belegungsbestimmungen nicht eingehalten werden (z.B. Unterbelegung und keine Meldung innerhalb von 2 Monaten).
  - Falsche Angaben zur Belegung gemacht werden.
  - Nach dreimaligem Ablehnen einer zumutbaren Ersatzwohnung bei Unterbelegung.
Der Vorstand entscheidet über den Ausschluss auf Antrag der Geschäftsstelle.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Das Mietverhältnis kann gekündigt werden, wenn:
  - Die Belegungsbestimmungen nicht eingehalten werden (z.B. Unterbelegung, falsche Angaben).
  - Nach Ausschluss aus der Genossenschaft.
  - Bei nicht genehmigter oder zu langer Untermiete.
  - Bei Änderungen in der Betreuungsvereinbarung nach Trennung/Scheidung, die zu Unterschreitung der Richtwerte führen.

- Wird ein Ersatz angeboten?
Bei Unterbelegung werden den Mietenden dreimal zumutbare Ersatzwohnungen angeboten. Zumutbar ist eine Wohnung, wenn sie im gleichen Quartier liegt und finanziell tragbar ist. Erst nach dreimaliger Ablehnung erfolgt der Ausschluss und die Kündigung des Mietvertrags."
Dreieck - Vermietungsbestimmungen,Vermietungsbestimmungen,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine generelle zeitliche Begrenzung für das Bleiben in der Genossenschaft oder in einer Wohnung. Das Mietverhältnis ist grundsätzlich unbefristet, ausser es wird explizit ein befristeter Mietvertrag abgeschlossen (z.B. bei Sanierungen oder Vermietung an soziale Institutionen). Bei befristeten Mietverhältnissen besteht kein Anspruch auf eine Anschlusslösung nach Ablauf des Mietvertrags.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird kein spezieller Begriff wie ""Bleiberecht"" oder ""Wohnrecht"" verwendet. Es wird von ""Mietverhältnis"" und ""Genossenschafterin"" gesprochen.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Ausschluss aus der Genossenschaft erfolgt insbesondere bei andauernder Verletzung der Belegungsvorschriften oder bei Nichtmeldung von Veränderungen in der Belegung (z.B. zu viele oder zu wenige Personen in der Wohnung).

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Eine Kündigung des Mietverhältnisses (also ""aus der Wohnung geworfen"") kann erfolgen bei:
  - Andauernder Verletzung der Belegungsvorschriften
  - Falschen Angaben bei der Neuvermietung
  - Unterbelegung, wenn diese nicht innert 12 Monaten behoben wird oder zumutbare Wohnungsangebote ausgeschlagen werden
  - Zweckentfremdung der Wohnung
  - Ablauf eines befristeten Mietverhältnisses
  - Bei Untermietverhältnissen, wenn die Hauptmieterinnen nicht anwesend sind und das Untermietverhältnis länger als 12 Monate dauert

- Wird ein Ersatz angeboten?
Bei Unterbelegung muss mindestens ein zumutbares Wohnungsangebot in der Genossenschaft Dreieck oder in einer der umliegenden Genossenschaften ausgeschlagen werden, bevor gekündigt wird. Bei befristeten Mietverhältnissen besteht kein Anspruch auf eine Ersatzwohnung nach Ablauf des Vertrags."
Baufreunde - Vermietungsbestimmungen,Vermietungsbestimmungen,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung für die Mitgliedschaft oder das Wohnrecht. Die Genossenschaft ist auf unbeschränkte Dauer gegründet. Mitglieder müssen jedoch selbst in der gemieteten Wohnung wohnen und dort ihren zivilrechtlichen Wohnsitz haben.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird von ""Mitgliedschaft"" und dem Recht, eine Wohnung zu mieten, gesprochen. Ein spezieller Begriff wie ""Bleiberecht"" oder ""Wohnrecht"" wird nicht verwendet.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann ausgeschlossen werden, wenn ein wichtiger Grund vorliegt, z.B.:
  - Verletzung der Mitgliedschaftspflichten oder der genossenschaftlichen Treuepflicht
  - Missachtung von Beschlüssen der Organe
  - Schädigung des Ansehens oder der wirtschaftlichen Belange der Genossenschaft
  - Nichtwohnen in der gemieteten Wohnung
  - Zweckentfremdung der Wohnung (z.B. geschäftliche Nutzung)
  - Missachtung der Statuten oder des Vermietungsreglements
  - Ablehnung eines Umsiedlungsangebots bei Renovation/Abbruch
  - Vorliegen eines ausserordentlichen mietrechtlichen Kündigungsgrundes (z.B. Zahlungsverzug, schwere Vertragsverletzung)
Dem Ausschluss muss in der Regel eine Mahnung vorausgehen, außer sie ist nutzlos oder es liegt ein schwerwiegender Fall vor.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Ein Ausschluss aus der Wohnung (Kündigung) kann insbesondere bei ausserordentlichen mietrechtlichen Kündigungsgründen erfolgen, z.B. nach Art. 257d OR (Zahlungsverzug), 257f OR (Pflichtverletzung), 266g OR (wichtiger Grund), 266h OR (Konkurs des Mieters) oder anderen Verletzungen des Mietvertrags.

- Wird ein Ersatz angeboten?
Bei umfassender Renovation oder Abbruch einer Liegenschaft kann ein Mitglied erst nach Ablehnung eines Umsiedlungsangebots ausgeschlossen werden, sofern die Genossenschaft über entsprechende Ersatzobjekte verfügt."
